,Aging,Cash_Flow_Prediction_week_1,Cash_Flow_Prediction_week_2,Cash_Flow_Prediction_week_3,Cash_Flow_Prediction_week_4,Demand_Forecast,Demand_Forecast_week_1,Demand_Forecast_week_2,Demand_Forecast_week_3,Demand_Forecast_week_4,Material,Order_Quantity,Plant,Stock,Stock_Value,Material Name
13473,No Risk,440.0,377.0,330.0,424.0,585.0,160.0,145.0,125.0,155.0,10-0010426,378.0,Hyderabad West,255.0,21719.0,WALYTE 4.4GM POWDER
13477,<3 Months,172.0,194.0,209.0,224.0,131.0,29.0,32.0,34.0,36.0,10-0010458,74.0,Hyderabad West,63.0,4294.0,BUSCOSINE 20MG INJ 1ML
13478,<3 Months,15.0,53.0,50.0,35.0,69.0,8.0,23.0,22.0,16.0,10-0010460,81.0,Hyderabad West,0.0,4262.0,METOCURE 10MG INJ 2ML
13479,3+ Months,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-0010461,6.0,Hyderabad West,14.0,13663.0,PHYTOCURE-K 1MG INJ 0.5ML
13480,<3 Months,338.0,355.0,371.0,380.0,194.0,45.0,48.0,50.0,51.0,10-0010462,109.0,Hyderabad West,96.0,18104.0,PHYTOCURE-K 0.5 ML
13482,No Risk,290.0,406.0,580.0,522.0,40.0,6.0,10.0,13.0,11.0,10-0010490,37.0,Hyderabad West,17.0,38841.0,ASCORIL-LS JUNIOR SYP 60 ML
13487,No Risk,76.0,76.0,152.0,152.0,14.0,2.0,3.0,4.0,5.0,10-0010538,16.0,Hyderabad West,1.0,14701.0,BILAZAP M SYP
13489,<3 Months,195.0,173.0,162.0,151.0,83.0,23.0,21.0,20.0,19.0,10-0010572,14.0,Hyderabad West,83.0,54.0,ACUGYL 500MG INJ
13491,<3 Months,120.0,196.0,226.0,135.0,55.0,10.0,16.0,18.0,11.0,10-0010596,41.0,Hyderabad West,21.0,859.0,REOLIV 500MG INF 100ML
13493,<3 Months,4431.0,3323.0,4431.0,6646.0,22.0,5.0,4.0,5.0,8.0,10-0010624,3.0,Hyderabad West,21.0,2474.0,PNEUMOSIL VACC PFS 0.5 ML
13494,No Risk,586.0,586.0,586.0,502.0,40.0,9.0,10.0,11.0,10.0,10-0010649,29.0,Hyderabad West,12.0,34669.0,POLYBION LC 150ML SYP
13497,<3 Months,311.0,675.0,493.0,182.0,80.0,16.0,30.0,23.0,11.0,10-0010717,47.0,Hyderabad West,45.0,21368.0,MPRED QUICK 40MG INJ
13503,No Risk,12084.0,12084.0,9063.0,9063.0,18.0,5.0,5.0,4.0,4.0,10-0010814,10.0,Hyderabad West,9.0,628044.0,ANTI-D INJ 300MCG PFS
13507,<3 Months,501.0,473.0,492.0,510.0,237.0,60.0,57.0,59.0,61.0,10-0010945,268.0,Hyderabad West,5.0,51834.0,K-TRIP FORTE TAB 10's pack
13525,<3 Months,2146.0,2261.0,2347.0,2432.0,348.0,81.0,86.0,89.0,92.0,10-0011129,127.0,Hyderabad West,245.0,176847.0,POVINANZ SOLUTION 10% 100 ML
13526,No Risk,711.0,889.0,948.0,711.0,380.0,80.0,100.0,110.0,90.0,10-0011187,77.0,Hyderabad West,360.0,40514.0,MEAXON BIO TAB
13540,<3 Months,648.0,604.0,691.0,626.0,276.0,69.0,65.0,74.0,68.0,10-0011307,165.0,Hyderabad West,120.0,47179.0,BIOXAMIC 500 MG INJ
13549,3+ Months,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-0011364,36.0,Hyderabad West,0.0,35431.0,MONOTAX 1GM INJ
13562,<3 Months,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,10-0011741,10.0,Hyderabad West,1.0,22923.0,MUPISONE 5GM OINT
13563,<3 Months,239.0,477.0,732.0,1034.0,164.0,16.0,32.0,48.0,68.0,10-0011756,167.0,Hyderabad West,29.0,20706.0,THEMICAINE 30GM JELLY
13567,<3 Months,1189.0,1123.0,1189.0,1288.0,166.0,40.0,40.0,42.0,44.0,10-0011817,130.0,Hyderabad West,44.0,90463.0,MCT-ROF 100MG 10ML
13586,No Risk,554.0,739.0,924.0,616.0,68.0,13.0,18.0,23.0,14.0,10-0012692,31.0,Hyderabad West,46.0,45466.0,Azee XL 200MG 30ML
13588,No Risk,7114.0,8063.0,9011.0,8537.0,84.0,18.0,21.0,23.0,22.0,10-0012738,71.0,Hyderabad West,18.0,318898.0,VIVAMOM SF POWDER (400GM)
13596,No Risk,1655.0,1820.0,1985.0,2151.0,270.0,60.0,65.0,70.0,75.0,10-0012858,168.0,Hyderabad West,150.0,193912.0,PROCYTE CAP
13603,<3 Months,593.0,481.0,418.0,502.0,1560.0,450.0,380.0,330.0,400.0,10-0012915,1008.0,Hyderabad West,602.0,31063.0,VOVERAN D TAB
13604,No Risk,25.0,50.0,75.0,100.0,18.0,3.0,4.0,5.0,6.0,10-0012916,13.0,Hyderabad West,8.0,3522.0,PRUVICT 2MG TAB
13606,No Risk,10865.0,13334.0,11853.0,10865.0,1100.0,250.0,310.0,280.0,260.0,10-0012929,851.0,Hyderabad West,300.0,836832.0,CAREPCOS SACHET 5 GM
13611,No Risk,2584.0,2658.0,2756.0,2855.0,486.0,116.0,119.0,123.0,128.0,10-0013033,425.0,Hyderabad West,102.0,114117.0,UPRISE D3 60K 12S CAP
13618,<3 Months,1850.0,1914.0,1808.0,1872.0,378.0,94.0,97.0,92.0,95.0,10-0013304,265.0,Hyderabad West,122.0,90297.0,CROCIN DROPS 15ML
13625,<3 Months,278.0,185.0,278.0,370.0,16.0,4.0,3.0,4.0,5.0,10-0013413,12.0,Hyderabad West,6.0,7050.0,HOT COMPRESS BAG
13638,No Risk,1605.0,2782.0,2675.0,2140.0,117.0,22.0,34.0,33.0,28.0,10-0013733,86.0,Hyderabad West,40.0,77896.0,AIMA FLO 40MG INJ
13639,<3 Months,1233.0,1467.0,1033.0,1233.0,166.0,41.0,48.0,35.0,42.0,10-0013753,128.0,Hyderabad West,57.0,30061.0,Gufimox 1.2GM Inj
13645,No Risk,400.0,240.0,320.0,640.0,26.0,6.0,4.0,6.0,10.0,10-0013775,15.0,Hyderabad West,13.0,7360.0,MEPUP 30MG INJ 10ML
13648,<3 Months,81.0,88.0,98.0,106.0,144.0,31.0,34.0,38.0,41.0,10-0013787,112.0,Hyderabad West,39.0,3135.0,BEESONE 4MG INJ 1ML
13650,<3 Months,52.0,59.0,65.0,72.0,46.0,10.0,11.0,12.0,13.0,10-0013792,7.0,Hyderabad West,50.0,1689.0,THEMIDOL INJ 2ML
13656,No Risk,36.0,51.0,28.0,38.0,70.0,16.0,24.0,13.0,17.0,10-0013890,45.0,Hyderabad West,36.0,1249.0,ZOVANTA DSR CAP 15S
13658,<3 Months,538.0,502.0,466.0,556.0,144.0,35.0,36.0,34.0,39.0,10-0013895,53.0,Hyderabad West,96.0,2157.0,PROLYTE ORS APPLE 200ML
13659,<3 Months,462.0,497.0,426.0,391.0,120.0,31.0,33.0,29.0,27.0,10-0013896,77.0,Hyderabad West,51.0,3041.0,PROLYTE ORS ORANGE 200ML
13674,<3 Months,1598.0,1389.0,1528.0,1667.0,101.0,26.0,23.0,25.0,27.0,70-0000004,50.0,Hyderabad West,55.0,114080.0,ABGEL SURGI PAD (BIG) (GELSPON)
13690,No Risk,0.0,1300.0,2600.0,3900.0,10.0,1.0,2.0,3.0,4.0,70-0000031,6.0,Hyderabad West,6.0,127957.0,BABY FLOW DISPOSABLE STYLET (DRAGER)
13693,<3 Months,13.0,9.0,4.0,17.0,14.0,4.0,3.0,2.0,5.0,70-0000036,3.0,Hyderabad West,13.0,868.0,BANDAGE # 4 INCH
13694,<3 Months,6.0,0.0,6.0,13.0,14.0,3.0,2.0,4.0,5.0,70-0000037,7.0,Hyderabad West,10.0,2154.0,BANDAGE # 6 INCH
13704,<3 Months,7035.0,6700.0,6365.0,6700.0,88.0,23.0,22.0,21.0,22.0,70-0000063,58.0,Hyderabad West,33.0,383240.0,CAUTERY PENCIL
13721,<3 Months,44.0,81.0,147.0,133.0,126.0,14.0,25.0,45.0,42.0,70-0000100,148.0,Hyderabad West,0.0,5291.0,CORD CLAMP
13723,<3 Months,770.0,798.0,852.0,880.0,147.0,34.0,36.0,38.0,39.0,70-0000102,120.0,Hyderabad West,36.0,2786.0,COTTON 100 G (70 G NETT )
13724,<3 Months,265.0,318.0,371.0,265.0,32.0,7.0,8.0,10.0,7.0,70-0000103,30.0,Hyderabad West,7.0,2351.0,COTTON 200 G (150 G NETT)
13725,<3 Months,405.0,270.0,405.0,540.0,20.0,5.0,4.0,5.0,6.0,70-0000105,22.0,Hyderabad West,0.0,3254.0,COTTON 500 G (400 G NETT)
13732,<3 Months,2177.0,2018.0,2225.0,1971.0,566.0,146.0,136.0,150.0,134.0,70-0000139,358.0,Hyderabad West,229.0,816.0,DISPOSABLE APRONS STERILE XL
13739,<3 Months,1096.0,946.0,767.0,637.0,378.0,118.0,103.0,85.0,72.0,70-0000161,288.0,Hyderabad West,109.0,4622.0,DRAW SHEET120X80CM
13740,<3 Months,2311.0,2990.0,3398.0,3806.0,108.0,20.0,26.0,29.0,33.0,70-0000162,77.0,Hyderabad West,38.0,211620.0,DUODERM EXTRA THIN 10X10 CM(187955)
13741,<3 Months,262.0,262.0,262.0,524.0,12.0,2.0,2.0,3.0,5.0,70-0000163,24.0,Hyderabad West,2.0,96926.0,DURAPORE 1 INCH
13743,<3 Months,331.0,338.0,327.0,320.0,411.0,103.0,106.0,102.0,100.0,70-0000167,250.0,Hyderabad West,170.0,30898.0,E.C.G ELECTRODES (ADULT)
13745,<3 Months,4819.0,4498.0,4177.0,3855.0,66.0,18.0,17.0,16.0,15.0,70-0000169,23.0,Hyderabad West,51.0,253761.0,E.C.G LEADS
13786,<3 Months,1246.0,1133.0,1360.0,1586.0,59.0,13.0,13.0,15.0,18.0,70-0000248,55.0,Hyderabad West,10.0,84410.0,H.M.E FILTER (ADULT)-1641
13788,<3 Months,1250.0,750.0,1000.0,1500.0,22.0,6.0,4.0,5.0,7.0,70-0000250,13.0,Hyderabad West,11.0,51500.0,H.M.E FLITER (PAED)-1831
13792,<3 Months,2245.0,2314.0,2360.0,2405.0,466.0,112.0,115.0,118.0,121.0,70-0000262,179.0,Hyderabad West,314.0,10821.0,HIGH PRESSUR EXTENTION 200CM-ROMSONS
13796,<3 Months,317.0,349.0,330.0,311.0,233.0,56.0,62.0,59.0,56.0,70-0000271,154.0,Hyderabad West,86.0,18466.0,INFANT FEEDING TUBE-5
13797,<3 Months,388.0,418.0,358.0,328.0,290.0,75.0,80.0,70.0,65.0,70-0000272,242.0,Hyderabad West,84.0,12565.0,INFANT FEEDING TUBE-6
13803,<3 Months,9213.0,9520.0,9643.0,9827.0,662.0,160.0,165.0,167.0,170.0,70-0000282,502.0,Hyderabad West,180.0,14691.0,INTRAFIX(TRANSFLO)
13804,<3 Months,1744.0,1689.0,1635.0,1580.0,138.0,36.0,35.0,34.0,33.0,70-0000283,25.0,Hyderabad West,119.0,204217.0,INTROCAN 24G
13806,<3 Months,491.0,573.0,409.0,491.0,32.0,8.0,9.0,7.0,8.0,70-0000286,22.0,Hyderabad West,12.0,46451.0,IRRIGATTO(T.U.R SET)
13809,<3 Months,11358.0,11358.0,15143.0,11358.0,20.0,4.0,5.0,6.0,5.0,70-0000291,8.0,Hyderabad West,14.0,845710.0,KIWI
13830,No Risk,10211.0,6807.0,3404.0,10211.0,13.0,4.0,3.0,2.0,4.0,70-0000345,7.0,Hyderabad West,8.0,468902.0,MIRENA IUS COIL
13833,<3 Months,400.0,320.0,240.0,480.0,26.0,7.0,6.0,5.0,8.0,70-0000352,7.0,Hyderabad West,21.0,21525.0,MUCOS SUCKER(SMALL)
13845,<3 Months,154.0,154.0,154.0,154.0,18.0,4.0,4.0,5.0,5.0,70-0000372,7.0,Hyderabad West,13.0,12598.0,NEBULIZATION CHAMBER (ADULT)
13846,<3 Months,1228.0,1126.0,1023.0,921.0,92.0,26.0,24.0,22.0,20.0,70-0000373,45.0,Hyderabad West,54.0,131486.0,NEBULIZATION CHAMBER (PEAD)-AERO COMFORT
13851,No Risk,136.0,106.0,76.0,53.0,570.0,200.0,160.0,120.0,90.0,70-0000379,501.0,Hyderabad West,123.0,9314.0,NEEDLE 22 G
13853,<3 Months,205.0,217.0,224.0,232.0,1290.0,300.0,320.0,330.0,340.0,70-0000381,1121.0,Hyderabad West,188.0,17494.0,NEEDLE 24 G
13854,No Risk,31.0,26.0,24.0,21.0,148.0,44.0,38.0,34.0,32.0,70-0000382,47.0,Hyderabad West,112.0,1371.0,NEEDLE 26 G
13855,No Risk,47.0,55.0,63.0,71.0,34.0,7.0,8.0,9.0,10.0,70-0000384,40.0,Hyderabad West,0.0,4561.0,NELTON CATHETER-10
13856,<3 Months,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,70-0000385,4.0,Hyderabad West,0.0,2258.0,NELTON CATHETER-12
13859,<3 Months,3911.0,3911.0,3911.0,4212.0,66.0,15.0,16.0,17.0,18.0,70-0000392,25.0,Hyderabad West,47.0,11880.0,NORMAL DELIVERY KIT
13869,<3 Months,6254.0,5941.0,6254.0,6567.0,88.0,22.0,21.0,22.0,23.0,70-0000414,47.0,Hyderabad West,44.0,473054.0,PENCAN 25G*3 1 2
13870,<3 Months,11603.0,10549.0,9494.0,8439.0,42.0,12.0,11.0,10.0,9.0,70-0000422,38.0,Hyderabad West,7.0,534470.0,PERIFIX 401 (EPIDURAL KIT) 18G*13 1 4
13871,<3 Months,651.0,703.0,625.0,599.0,124.0,31.0,34.0,30.0,29.0,70-0000423,121.0,Hyderabad West,11.0,46350.0,PHOTOTHERAPY GOGGLESS (VALIDAYS)
13873,<3 Months,6616.0,7145.0,6881.0,6351.0,114.0,28.0,30.0,29.0,27.0,70-0000429,85.0,Hyderabad West,33.0,424270.0,PREGELLED SURGICAL PLATES(ADULT)
13905,<3 Months,1265.0,1194.0,1096.0,984.0,374.0,100.0,98.0,92.0,84.0,70-0000478,253.0,Hyderabad West,141.0,1878.0,SGLOVE # 6.5 (SURGICARE)
13906,<3 Months,482.0,535.0,562.0,602.0,182.0,40.0,45.0,47.0,50.0,70-0000479,107.0,Hyderabad West,82.0,1336.0,SGLOVE # 7.0(SURGICARE)
13914,<3 Months,25.0,20.0,15.0,20.0,24.0,7.0,6.0,5.0,6.0,70-0000488,11.0,Hyderabad West,16.0,821.0,SCALP VEIN SET 23G
13938,No Risk,104.0,104.0,104.0,208.0,9.0,2.0,2.0,2.0,3.0,70-0000531,5.0,Hyderabad West,5.0,7416.0,SPIROMETER (3 BALLS) -ROMSONS
13939,<3 Months,164.0,140.0,117.0,187.0,34.0,9.0,8.0,7.0,10.0,70-0000533,3.0,Hyderabad West,34.0,12888.0,SPLINT - I
13940,<3 Months,790.0,694.0,766.0,694.0,142.0,37.0,34.0,37.0,34.0,70-0000534,88.0,Hyderabad West,62.0,62688.0,SPLINT - III
13941,<3 Months,403.0,427.0,403.0,380.0,79.0,20.0,21.0,19.0,19.0,70-0000535,39.0,Hyderabad West,44.0,33312.0,SPLINT - IV
13942,<3 Months,1364.0,1637.0,1501.0,1773.0,58.0,13.0,15.0,14.0,16.0,70-0000537,27.0,Hyderabad West,36.0,129725.0,STERI-STRIP 1 2*4IN.(R1547)
13948,<3 Months,3.0,101.0,128.0,141.0,133.0,2.0,36.0,46.0,49.0,70-0000546,115.0,Hyderabad West,43.0,5922.0,SUCTION CATHETER 8
13950,<3 Months,275.0,330.0,358.0,385.0,1825.0,400.0,450.0,475.0,500.0,70-0000552,1247.0,Hyderabad West,789.0,180.0,SURGEONS CAP
13951,No Risk,69.0,72.0,75.0,72.0,116.0,28.0,29.0,30.0,29.0,70-0000553,64.0,Hyderabad West,57.0,4925.0,SURGICAL BLADE 11
13953,No Risk,63.0,66.0,69.0,74.0,110.0,26.0,26.0,28.0,30.0,70-0000555,60.0,Hyderabad West,54.0,4949.0,SURGICAL BLADE 20
13954,<3 Months,115.0,105.0,99.0,111.0,167.0,43.0,40.0,39.0,45.0,70-0000557,77.0,Hyderabad West,98.0,7867.0,SURGICAL BLADE 22
13959,<3 Months,776.0,716.0,835.0,716.0,56.0,14.0,13.0,15.0,14.0,70-0000563,12.0,Hyderabad West,47.0,66220.0,TEGADERM (PEAD) 1610
13960,<3 Months,2925.0,3075.0,3225.0,3299.0,183.0,43.0,45.0,47.0,48.0,70-0000567,109.0,Hyderabad West,88.0,183101.0,TEGADERM WITH PAD 5X7CMS (3582)(8582)
13971,<3 Months,846.0,1113.0,1246.0,1068.0,119.0,24.0,30.0,33.0,32.0,70-0000599,32.0,Hyderabad West,92.0,120730.0,TRANSPORE 1 INCH
13975,<3 Months,965.0,998.0,965.0,933.0,128.0,32.0,33.0,32.0,31.0,70-0000608,79.0,Hyderabad West,55.0,63944.0,UROBAG (ADULT) ROMO 10
13976,<3 Months,213.0,228.0,243.0,251.0,135.0,31.0,33.0,35.0,36.0,70-0000609,58.0,Hyderabad West,89.0,14558.0,UROBAG SMALL
13980,<3 Months,1483.0,1640.0,1718.0,1561.0,176.0,41.0,45.0,47.0,43.0,70-0000613,68.0,Hyderabad West,119.0,125016.0,VENFLON I -18 G
13982,<3 Months,2451.0,2250.0,2571.0,2812.0,291.0,71.0,66.0,74.0,80.0,70-0000615,197.0,Hyderabad West,111.0,169447.0,VENFLON I -22G
13991,<3 Months,347.0,1040.0,693.0,1040.0,14.0,2.0,4.0,3.0,5.0,70-0000649,3.0,Hyderabad West,13.0,48266.0,B.P.CUFF M1868B #2
13992,<3 Months,1006.0,1341.0,1677.0,1341.0,24.0,5.0,6.0,7.0,6.0,70-0000650,6.0,Hyderabad West,20.0,69236.0,B.P.CUFF M1870B 3
14005,<3 Months,6081.0,5988.0,5894.0,5812.0,4833.0,1230.0,1209.0,1198.0,1196.0,70-0000761,3729.0,Hyderabad West,1288.0,4104.0,DSYRINGE 10ML (NIPRO)
14007,<3 Months,3168.0,2937.0,2805.0,2706.0,3910.0,1050.0,990.0,950.0,920.0,70-0000771,2491.0,Hyderabad West,2545.0,2696.0,DSYRINGE 5ML.(NIPRO)
14011,<3 Months,2012.0,7379.0,6037.0,11068.0,88.0,7.0,24.0,21.0,36.0,70-0000792,45.0,Hyderabad West,58.0,572056.0,TEGADERM WITH PAD (8591)BIG 9CM*25CM
14012,<3 Months,2781.0,2810.0,2833.0,2867.0,4232.0,1041.0,1053.0,1061.0,1077.0,70-0000795,2777.0,Hyderabad West,1850.0,177.0,DSYRINGS 2.5ML(NIPRO)
14016,<3 Months,5718.0,5337.0,4956.0,4575.0,288.0,80.0,74.0,70.0,64.0,70-0000811,176.0,Hyderabad West,126.0,2038.0,MOPS 30X30 8PLY 5S  X-RAY
14017,<3 Months,12500.0,9375.0,13125.0,8125.0,80.0,23.0,18.0,24.0,15.0,70-0000815,27.0,Hyderabad West,62.0,37220.0,LSCS DRAPE PACK
14031,<3 Months,747.0,696.0,657.0,618.0,480.0,130.0,122.0,117.0,111.0,70-0000928,141.0,Hyderabad West,357.0,2330.0,I.V PACK STERILE
14044,No Risk,3500.0,0.0,7000.0,3500.0,8.0,2.0,1.0,3.0,2.0,70-0000964,3.0,Hyderabad West,6.0,334660.0,VENTSTAR HEATED (N) MP00308
14045,<3 Months,0.0,1856.0,0.0,0.0,435.0,0.0,435.0,0.0,0.0,70-0000967,160.0,Hyderabad West,406.0,4500.0,GAUZ SWAB 7.5 X 7.5 (5 NOS)
14046,No Risk,1940.0,0.0,0.0,5820.0,8.0,2.0,1.0,1.0,4.0,70-0000969,5.0,Hyderabad West,5.0,164900.0,BUBBLE CHAMBER 50-05-079
14057,<3 Months,294.0,221.0,221.0,221.0,20.0,5.0,5.0,5.0,5.0,70-0001164,12.0,Hyderabad West,10.0,23813.0,MINISPIKE-V
14060,<3 Months,1775.0,1578.0,1479.0,1676.0,7800.0,2100.0,1900.0,1800.0,2000.0,70-0001215,6204.0,Hyderabad West,2364.0,16035.0,FACE MASK 3 LAYER -ELASTIC
14092,<3 Months,1129.0,1162.0,1194.0,1226.0,166.0,40.0,41.0,42.0,43.0,70-0001647,123.0,Hyderabad West,48.0,63148.0,TEGADERM 1633
14093,<3 Months,4208.0,4151.0,4265.0,4350.0,1263.0,311.0,309.0,319.0,324.0,70-0001654,882.0,Hyderabad West,560.0,1263.0,GAUZ SWAB 10 X 10 CM 12PLY 5S X-RAY
14097,<3 Months,0.0,0.0,2652.0,0.0,5.0,1.0,1.0,2.0,1.0,70-0001757,5.0,Hyderabad West,2.0,301724.0,OPTIFLOW JUNIOR2 XL (OJR418)
14099,<3 Months,2617.0,2617.0,5235.0,5235.0,14.0,2.0,3.0,4.0,5.0,70-0001767,9.0,Hyderabad West,7.0,235596.0,"OPTIFLOW JUNIOR2, M(OJR414)"
14100,<3 Months,7688.0,5125.0,7688.0,2563.0,21.0,6.0,5.0,6.0,4.0,70-0001768,19.0,Hyderabad West,4.0,302646.0,"OPTIFLOW JUNIOR2, L(OJR416)"
14108,<3 Months,8577.0,4400.0,3918.0,8338.0,15498.0,5372.0,2770.0,2220.0,5136.0,70-0001936,13984.0,Hyderabad West,3314.0,27337.0,NITRILE EXAMINATION GLOVES P F- MEDIUM
14109,<3 Months,1803.0,355.0,491.0,1016.0,3340.0,1680.0,370.0,490.0,800.0,70-0001937,3426.0,Hyderabad West,500.0,1944.0,NITRILE EXAMINATION GLOVES P F- LARGE
14112,<3 Months,7228.0,6023.0,4819.0,9637.0,27.0,7.0,6.0,5.0,9.0,70-0001976,15.0,Hyderabad West,16.0,348924.0,RAMS N4901(GREEN)
14133,<3 Months,2438.0,2958.0,2876.0,3041.0,495.0,106.0,132.0,125.0,132.0,70-0002645,293.0,Hyderabad West,236.0,2769.0,DSYRINGE 50 ML LUER SLIP NIPRO
14136,<3 Months,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,70-0002863,7.0,Hyderabad West,0.0,323350.0,AVENT MANUAL BREAST PUMP
14140,<3 Months,1592.0,1649.0,1705.0,1762.0,1260.0,300.0,310.0,320.0,330.0,70-0002975,428.0,Hyderabad West,889.0,4833.0,DSYRINGE 1ML (BD)
14145,<3 Months,7361.0,6963.0,6764.0,6565.0,163.0,43.0,41.0,40.0,39.0,70-0003013,116.0,Hyderabad West,51.0,440400.0,SURGICAL CLIPPER BLADE(9680)
14149,<3 Months,39.0,59.0,39.0,59.0,16.0,3.0,5.0,3.0,5.0,70-0003021,11.0,Hyderabad West,6.0,6846.0,BLOOD SET WITH LUER LOCK
14154,No Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-0003175,3.0,Hyderabad West,0.0,108778.0,ABDOMINAL BELT (FREE SIZE)
14161,<3 Months,1323.0,751.0,572.0,644.0,102.0,39.0,24.0,17.0,22.0,70-0003401,68.0,Hyderabad West,46.0,65138.0,Oxygen Mask With Tubing -Adult (ROMSONS)
14162,<3 Months,246.0,211.0,281.0,316.0,38.0,9.0,8.0,10.0,11.0,70-0003402,6.0,Hyderabad West,36.0,26326.0,Oxygen Mask With Tubing - Pead (ROMSONS)
14164,<3 Months,4786.0,4333.0,4592.0,5045.0,302.0,77.0,70.0,74.0,81.0,70-0003405,55.0,Hyderabad West,268.0,19522.0,VACCUME SUCTION SET (ROMSONS)
14169,<3 Months,8157.0,7686.0,8918.0,8519.0,974.0,239.0,226.0,260.0,249.0,70-0003497,679.0,Hyderabad West,361.0,5922.0,Encore Microptic gloves-6.5
14173,<3 Months,8153.0,7759.0,7364.0,6970.0,258.0,69.0,66.0,63.0,60.0,70-0003559,150.0,Hyderabad West,115.0,703067.0,SMART SITE BI EXTENSION
14177,<3 Months,171.0,130.0,118.0,100.0,112.0,35.0,28.0,26.0,23.0,70-0003566,63.0,Hyderabad West,59.0,6322.0,SUCTION CATHETER 6 ROMSONS
14178,<3 Months,248.0,225.0,190.0,161.0,158.0,47.0,43.0,37.0,31.0,70-0003567,81.0,Hyderabad West,85.0,10539.0,SUCTION CATHETER 8 ROMSONS
14183,<3 Months,1061.0,772.0,675.0,964.0,54.0,16.0,12.0,11.0,15.0,70-0003721,34.0,Hyderabad West,22.0,62175.0,AMNI HOOK (KRISHCO)
14185,No Risk,22.0,21.0,21.0,20.0,181.0,46.0,46.0,45.0,44.0,70-0003830,163.0,Hyderabad West,46.0,5569.0,ALCOHOL SWABS HMD
14193,<3 Months,475.0,317.0,380.0,538.0,91.0,22.0,19.0,21.0,29.0,70-0003947,42.0,Hyderabad West,56.0,37144.0,MICRO PORE 1 INCH (3M)
14204,<3 Months,94.0,188.0,123.0,101.0,107.0,19.0,42.0,25.0,21.0,70-0004183,85.0,Hyderabad West,31.0,7379.0,EXXACTA-STOP COCK ROMSONS
14205,<3 Months,867.0,912.0,958.0,1003.0,186.0,43.0,45.0,48.0,50.0,70-0004184,110.0,Hyderabad West,84.0,52501.0,VEIN-O-LINE 10CM ROMSONS
14206,<3 Months,233.0,292.0,262.0,233.0,43.0,10.0,12.0,11.0,10.0,70-0004185,27.0,Hyderabad West,18.0,10924.0,VEIN-O-LINE 100CM ROMSONS
14207,<3 Months,1918.0,1648.0,1423.0,1573.0,476.0,136.0,120.0,105.0,115.0,70-0004187,328.0,Hyderabad West,214.0,729.0,POLYFLUSH 3ML
14208,<3 Months,92.0,258.0,239.0,331.0,73.0,8.0,20.0,19.0,26.0,70-0004188,34.0,Hyderabad West,44.0,460.0,POLYFLUSH 5ML
14216,<3 Months,7413.0,6571.0,5728.0,4886.0,162.0,48.0,43.0,38.0,33.0,70-0004567,106.0,Hyderabad West,77.0,150382.0,STERIZONE PAD ST-91 9X25(4151-012)
14217,No Risk,19219.0,12812.0,12812.0,19219.0,14.0,4.0,3.0,3.0,4.0,70-0004570,9.0,Hyderabad West,8.0,575286.0,AIRVO-2 TUBE & CHAMBER KIT (900PT562)
14221,No Risk,4800.0,9600.0,9600.0,14400.0,14.0,2.0,3.0,4.0,5.0,70-0004626,13.0,Hyderabad West,3.0,422400.0,AEROGEN SOLO NEBULISER -AG-AS3200
14229,<3 Months,5495.0,5312.0,5129.0,4945.0,610.0,160.0,155.0,150.0,145.0,70-0005079,462.0,Hyderabad West,177.0,1783.0,ENCORE MICROPTIC GLOVES-7 PF
14255,<3 Months,821.0,730.0,775.0,844.0,164.0,42.0,39.0,40.0,43.0,70-0005726,130.0,Hyderabad West,41.0,41686.0,FOLEYS CATHETER 14FR POLYMED
14256,<3 Months,22.0,65.0,43.0,22.0,14.0,2.0,5.0,4.0,3.0,70-0005727,10.0,Hyderabad West,8.0,7981.0,FOLEYS CATHETER 16FR POLYMED
14258,<3 Months,125.0,111.0,102.0,96.0,177.0,50.0,45.0,42.0,40.0,70-0005729,129.0,Hyderabad West,60.0,6280.0,INSULIN SYRINGE 40IU POLYMED
14262,No Risk,73.0,146.0,146.0,220.0,18.0,3.0,4.0,5.0,6.0,70-0005735,11.0,Hyderabad West,8.0,10618.0,POLYURIMETER PLUS 250ML
14272,<3 Months,2652.0,1989.0,1326.0,663.0,22.0,7.0,6.0,5.0,4.0,70-0006074,23.0,Hyderabad West,1.0,51781.0,LSCS DRAPE PACK (PROTECTCARE)
14286,<3 Months,289.0,231.0,289.0,174.0,28.0,8.0,6.0,8.0,6.0,70-0006614,18.0,Hyderabad West,12.0,13560.0,ET TUBE 7.0MM WITH CUFFED-STERIMED
14291,<3 Months,22.0,45.0,67.0,90.0,20.0,2.0,4.0,6.0,8.0,70-0006795,1.0,Hyderabad West,26.0,135.0,LEGGING HIP (PROTECTCARE) SMALL
14294,<3 Months,1072.0,536.0,536.0,1072.0,14.0,4.0,3.0,3.0,4.0,70-0006801,16.0,Hyderabad West,1.0,8044.0,MAJOR PACK (PROTECTCARE)
